what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.debug",1520445435810
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1520445436330
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1520445440386
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1520445455548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520445464165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520445464165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520445464259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520445484806
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1520445488363
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1520445488985
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1520445490600
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1520445492883
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1520445493050
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1520445494540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520445495334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520445495334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520445495417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520445496406
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1520445499054
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1520445499944
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1520445501897
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1520445503054
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1520445505991
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1520445506429
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1520445507585
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1520445508679
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1520445511179
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1520445513116
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520445514788
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520445514804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1520445514913
